Title,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
Are You Here,Matthew Weiner,Matthew Weiner,1545754,3,1.0,2014,2010,R,16400,5.3,"Comedy, Drama"
Another Earth,Mike Cahill,"Mike Cahill, Brit Marling",1549572,3,0.0,2012,2010,PG-13,98467,6.9,"Drama, Romance, Sci-Fi"
Warm Bodies,Jonathan Levine,"Isaac Marion, Jonathan Levine",1588173,2,0.0,2013,2010,PG-13,239352,6.8,"Comedy, Horror, Romance"
Age of the Dragons,Ryan Little,"McKay Daines, Gil Aglaure, Anne K. Black",1594917,0,0.0,2013,2010,PG-13,4515,3.4,"Action, Adventure, Fantasy"
Young Adult,Jason Reitman,Diablo Cody,1625346,3,0.0,2011,2010,R,86430,6.3,"Comedy, Drama"
Johnny English Reborn,Oliver Parker,"Hamish McColl, William Davies, Neal Purvis",1634122,3,1.0,2012,2010,PG,137779,6.3,"Action, Adventure, Comedy"
"Gray Man, The","Anthony Russo, Joe Russo","Joe Russo, Christopher Markus, Stephen McFeely",1649418,2,0.0,2022,2020,PG-13,226795,6.5,"Action, Thriller"
"Age of Adaline, The",Lee Toland Krieger,"J. Mills Goodloe, Salvador Paskowitz",1655441,3,0.0,2015,2010,PG-13,194919,7.2,"Drama, Fantasy, Romance"
Gimme Shelter,Ron Krauss,Ron Krauss,1657510,1,0.0,2014,2010,PG-13,9235,6.4,Drama
"Perks of Being a Wallflower, The",Stephen Chbosky,Stephen Chbosky,1659337,3,0.0,2013,2010,PG-13,535667,7.9,Drama
Damsels in Distress,Whit Stillman,Whit Stillman,1667307,3,0.0,2012,2010,PG-13,9870,5.8,"Comedy, Drama, Romance"
Une vie de chat,"Jean-Loup Felicioli, Alain Gagnol","Alain Gagnol, Jacques-Rémy Girerd",1673702,3,0.0,2013,2010,PG,11714,6.9,"Animation, Adventure, Comedy"
Birdemic 2: The Resurrection,James Nguyen,James Nguyen,1674047,3,0.0,2014,2010,Not Rated,4985,1.5,"Horror, Thriller"
Sleepless Night,Frédéric Jardin,"Frédéric Jardin, Nicolas Saada, Olivier Douyère",1683921,1,0.0,2012,2010,Not Rated,5046,6.6,"Action, Crime, Thriller"
Girl Most Likely,"Shari Springer Berman, Robert Pulcini",Michelle Morgan,1698648,3,0.0,2013,2010,PG-13,15840,5.7,Comedy
Fast Girls,Regan Hall,"Noel Clarke, Jay Basu, Roy Williams",1700808,3,0.0,2012,2010,Not Rated,3841,6.2,"Drama, Sport"
"Hunter, The",Daniel Nettheim,"Alice Addison, Wain Fimeri, Daniel Nettheim",1703148,3,0.0,2015,2010,R,40747,6.7,"Adventure, Drama, Thriller"
Triple 9,John Hillcoat,Matt Cook,1712261,3,0.0,2016,2010,R,75231,6.3,"Action, Crime, Thriller"
Jersey Boys,Clint Eastwood,"Marshall Brickman, Rick Elice",1742044,2,0.0,2014,2010,R,36122,6.8,"Biography, Drama, Music"
Moonrise Kingdom,Wes Anderson,"Wes Anderson, Roman Coppola",1748122,3,0.0,2012,2010,PG-13,361758,7.8,"Comedy, Drama, Family"
In The Dark Half,Alastair Siddons,Lucy Catherine,1764645,3,0.0,2014,2010,Not Rated,578,5.4,"Drama, Mystery"
Apollo 18,Gonzalo López-Gallego,"Brian Miller, Cory Goodman",1772240,0,0.0,2011,2010,PG-13,57180,5.2,"Horror, Mystery, Sci-Fi"
Sassy Pants,Coley Sohn,Coley Sohn,1822302,3,0.0,2013,2010,R,1784,6.1,"Comedy, Drama"
Resident Evil: Retribution,Paul W.S. Anderson,Paul W.S. Anderson,1855325,3,0.0,2012,2010,R,147572,5.3,"Action, Horror, Sci-Fi"
Tim and Eric&#39;s Billion Dollar Movie,"Tim Heidecker, Eric Wareheim","Tim Heidecker, Eric Wareheim, Jonathan Krisel",1855401,0,0.0,2013,2010,R,10496,5.3,Comedy
Blade Runner 2049,Denis Villeneuve,"Hampton Fancher, Michael Green, Philip K. Dick",1856101,3,1.0,2017,2010,R,625856,8,"Action, Drama, Mystery"
Deepwater Horizon,Peter Berg,"Matthew Michael Carnahan, Matthew Sand, David Barstow",1860357,2,0.0,2017,2010,PG-13,177373,7.1,"Action, Drama, History"
Won&#39;t Back Down,Daniel Barnz,"Brin Hill, Daniel Barnz",1870529,3,0.0,2013,2010,PG,6811,6.4,Drama
"Edge of Seventeen, The",Kelly Fremon Craig,Kelly Fremon Craig,1878870,3,0.0,2017,2010,R,136577,7.3,"Comedy, Drama"
Trance,Danny Boyle,"Joe Ahearne, John Hodge",1924429,0,1.0,2013,2010,R,116691,6.9,"Crime, Drama, Mystery"
Black Rock,Katie Aselton,"Mark Duplass, Katie Aselton",1930294,3,0.0,2013,2010,R,9745,4.8,"Horror, Thriller"
Toutes nos envies,Philippe Lioret,"Emmanuel Carrère, Emmanuel Courcol, Philippe Lioret",1942120,3,0.0,2015,2010,N/A,930,6.8,Drama
"Hunger Games: Mockingjay - Part 1, The",Francis Lawrence,"Peter Craig, Danny Strong, Suzanne Collins",1951265,3,0.0,2014,2010,PG-13,480510,6.6,"Action, Adventure, Sci-Fi"
Oh Boy,Jan-Ole Gerster,Jan-Ole Gerster,1954701,1,0.0,2013,2010,Not Rated,17239,7.3,"Comedy, Drama"
Infinitely Polar Bear,Maya Forbes,Maya Forbes,1969062,3,0.0,2015,2010,R,16732,6.9,"Comedy, Drama, Romance"
Victor Frankenstein,Paul McGuigan,"Max Landis, Mary Shelley",1976009,0,0.0,2015,2010,PG-13,58992,5.9,"Drama, Horror, Sci-Fi"
"Occupants, The","Alex Chapman, James Lane","James Lane (original story), James Lane, David Travers (scriptwriter)",1976633,0,0.0,2015,2010,N/A,16,6.3,"Short, Drama, Horror, Thriller"
Chernobyl Diaries,Bradley Parker,"Oren Peli, Carey Van Dyke, Shane Van Dyke",1991245,1,0.0,2012,2010,R,67878,5,"Horror, Mystery, Thriller"
Mama,Andy Muschietti,"Andy Muschietti, Barbara Muschietti, Neil Cross",2023587,3,0.0,2013,2010,PG-13,188628,6.2,"Fantasy, Horror, Thriller"
Inside Llewyn Davis,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",2042568,1,0.0,2013,2010,R,160192,7.4,"Drama, Music"
Falling Cat,Étienne-Jules Marey,N/A,2049440,0,0.0,2021,1890,N/A,912,5.7,Short
Ip Man 4: The Finale,Wilson Yip,"Edmond Wong, Hiroshi Fukazawa, Tai-lee Chan",2076298,3,0.0,2020,2010,Not Rated,35506,7,"Action, Biography, Drama"
El Ni&ntilde;o,Daniel Monzón,"Jorge Guerricaechevarría, Daniel Monzón",2093990,1,0.0,2015,2010,Not Rated,6422,6.4,"Action, Adventure, Crime"
Second Act,Peter Segal,"Justin Zackham, Elaine Goldsmith-Thomas",2126357,1,0.0,2019,2010,PG-13,29535,5.8,"Comedy, Drama, Romance"
Stars Above,Saara Cantell,Saara Cantell,2142955,3,0.0,2013,2010,N/A,259,6.5,"Drama, History, Romance"
Finding Mr. Right,Xiaolu Xue,Xiaolu Xue,2169322,1,1.0,2014,2010,PG-13,2747,6.5,"Comedy, Romance"
3 Days to Kill,McG,"Adi Hasak, Luc Besson",2172934,3,0.0,2014,2010,PG-13,96408,6.2,"Action, Comedy, Drama"
American Sniper,Clint Eastwood,"Jason Hall, Chris Kyle, Scott McEwen",2179136,1,0.0,2015,2010,R,516116,7.3,"Action, Biography, Drama"
"Counselor, The",Ridley Scott,Cormac McCarthy,2193215,3,0.0,2013,2010,R,104384,5.4,"Action, Adventure, Crime"
Hammer of the Gods,Farren Blackburn,Matthew Read,2193418,1,0.0,2021,2010,R,8213,4.5,"Action, Horror"
Closed Circuit,John Crowley,Steven Knight,2218003,2,0.0,2013,2010,R,23092,6.2,"Crime, Drama, Mystery"
"Internship, The",Shawn Levy,"Vince Vaughn, Jared Stern",2234155,1,0.0,2013,2010,PG-13,211856,6.3,Comedy
"Lifeguard, The",Liz W. Garcia,Liz W. Garcia,2265534,3,0.0,2014,2010,R,15106,5.6,"Drama, Romance"
Muppets Most Wanted,James Bobin,"James Bobin, Nicholas Stoller, Jim Henson",2281587,1,0.0,2014,2010,PG,36388,6.4,"Adventure, Comedy, Crime"
Mary and Martha,Phillip Noyce,Richard Curtis,2284766,3,0.0,2013,2010,TV-PG,3567,6.8,Drama
Bebukottak,András Monory Mész,András Monory Mész,2292794,0,0.0,2018,1980,N/A,341,7.9,Documentary
We Are What We Are,Jim Mickle,"Nick Damici, Jim Mickle, Jorge Michel Grau",2309021,3,0.0,2013,2010,R,21840,5.9,"Drama, Horror, Thriller"
"Babadook, The",Jennifer Kent,Jennifer Kent,2321549,3,0.0,2015,2010,Not Rated,239621,6.8,"Horror, Mystery"
Mary Queen of Scots,Josie Rourke,"Beau Willimon, John Guy",2328900,3,0.0,2018,2010,R,53776,6.3,"Biography, Drama, History"
Unicorn Store,Brie Larson,Samantha McIntyre,2338454,3,0.0,2019,2010,TV-PG,20429,5.6,"Comedy, Drama, Fantasy"
Cutie and the Boxer,Zach Heinzerling,Zach Heinzerling,2355540,0,0.0,2014,2010,R,4718,7.2,"Documentary, Biography"
Vi ar bast!,Lukas Moodysson,"Lukas Moodysson, Coco Moodysson",2364975,3,0.0,2013,2010,Not Rated,11105,7.1,"Drama, Music"
Moomins on the Riviera,"Xavier Picard, Hanna Hemilä","Leslie Stewart, Annina Enckell, Hanna Hemilä",2371399,3,0.0,2021,2010,G,1438,6,"Animation, Comedy, Family"
Focus,"Glenn Ficarra, John Requa","Glenn Ficarra, John Requa",2381941,1,0.0,2015,2010,R,266039,6.6,"Comedy, Crime, Drama"
Joe,David Gordon Green,"Gary Hawkins, Larry Brown",2382396,2,1.0,2014,2010,R,50401,6.8,"Crime, Drama, Thriller"
Cheap Thrills,E.L. Katz,"David Chirchirillo, Roald Dahl, Trent Haaga",2389182,1,0.0,2017,2010,Not Rated,20111,6.7,"Comedy, Crime, Drama"
"Green Inferno, The",Eli Roth,"Eli Roth, Guillermo Amoedo",2403021,3,0.0,2015,2010,R,47713,5.3,"Adventure, Horror"
A Halloween Puppy,David DeCoteau,Andrew Helm,2404153,2,0.0,2014,2010,N/A,224,2.7,"Comedy, Family, Fantasy"
Frequencies,Darren Paul Fisher,Darren Paul Fisher,2414766,3,0.0,2015,2010,Not Rated,14655,6.7,"Mystery, Romance, Sci-Fi"
"Ridiculous 6, The",Frank Coraci,"Tim Herlihy, Adam Sandler",2479478,2,0.0,2015,2010,TV-14,52363,4.8,"Action, Adventure, Comedy"
Hotel Transylvania 2,Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham",2510894,3,0.0,2015,2010,PG,137702,6.6,"Animation, Adventure, Comedy"
Going In Style,Zach Braff,"Theodore Melfi, Edward Cannon",2568862,1,0.0,2018,2010,PG-13,89733,6.6,"Comedy, Crime"
Sand Castle,Fernando Coimbra,Chris Roessner,2582576,0,0.0,2017,2010,TV-MA,26154,6.3,"Action, Drama, War"
Montanha,João Salaviza,João Salaviza,2662716,1,0.0,2020,2010,N/A,490,6.4,Drama
Yves Saint Laurent,Jalil Lespert,"Marie-Pierre Huster, Jalil Lespert, Jacques Fieschi",2707858,2,0.0,2014,2010,R,12792,6.2,"Biography, Drama"
Search Party,Scot Armstrong,"Mike Gagerman, Andrew Waller, Scot Armstrong",2758904,2,0.0,2017,2010,R,8170,5.6,"Adventure, Comedy"
Phoenix,Christian Petzold,"Christian Petzold, Harun Farocki, Hubert Monteilhet",2764784,3,0.0,2014,2010,PG-13,20095,7.3,"Drama, History, Music"
American Crime Story,N/A,"Scott Alexander, Larry Karaszewski, Sarah Burgess",2788432,3,0.0,2021,2010,TV-MA,97736,8.4,"Biography, Crime, Drama"
Tiger House,Thomas Daley,Simon Lewis,2911674,3,0.0,2016,2010,R,4779,5.2,"Action, Crime, Drama"
5 Flights Up,Richard Loncraine,"Charlie Peters, Jill Ciment",2933544,3,0.0,2016,2010,PG-13,11041,6.2,"Comedy, Drama"
Tangerines,Zaza Urushadze,"Tatjana Mülbeier, Zaza Urushadze, Artur Veeber",2991224,0,0.0,2017,2010,Not Rated,48100,8.1,"Drama, War"
Young Detective Dee: Rise of the Sea Dragon,Hark Tsui,"Chia-Lu Chang, Kuo-Fu Chen, Hark Tsui",2992146,2,0.0,2015,2010,Not Rated,5112,6.4,"Action, Adventure, Drama"
Iron Sky: The Coming Race,Timo Vuorensola,"Dalan Musson, Johanna Sinisalo, Timo Vuorensola",3038708,3,0.0,2020,2010,Not Rated,11459,5,"Action, Adventure, Comedy"
L&#39;amour est un crime parfait,"Arnaud Larrieu, Jean-Marie Larrieu","Philippe Djian, Arnaud Larrieu, Jean-Marie Larrieu",3103576,2,0.0,2014,2010,N/A,2141,5.8,"Crime, Thriller"
Circle,"Aaron Hann, Mario Miscione","Aaron Hann, Mario Miscione",3118452,1,1.0,2020,2010,Not Rated,63297,6,"Drama, Horror, Mystery"
Ek Villain,Mohit Suri,"Tushar Hiranandani, Milap Zaveri",3175038,2,1.0,2014,2010,Not Rated,22007,6.5,"Action, Crime, Drama"
Welcome to Marwen,Robert Zemeckis,"Robert Zemeckis, Caroline Thompson",3289724,2,0.0,2019,2010,PG-13,25314,6.2,"Biography, Comedy, Drama"
Respire,Mélanie Laurent,"Anne-Sophie Brasme, Julien Lambroschini, Mélanie Laurent",3365778,3,0.0,2016,2010,Not Rated,7694,7,Drama
Sora no Otoshimono Final: Eternal My Master,Hisashi Saitô,"Suu Minazuki, Jiyû Ôgi, Yûko Kakihara",3438514,1,0.0,2017,2010,N/A,326,6.1,"Animation, Comedy, Fantasy"
"Nut Job 2: Nutty By Nature, The",Cal Brunker,"Scott Bindley, Cal Brunker, Bob Barlen",3486626,3,0.0,2017,2010,PG,7092,5.5,"Animation, Adventure, Comedy"
Captain America: Civil War,"Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Joe Simon",3498820,3,0.0,2016,2010,PG-13,827888,7.8,"Action, Sci-Fi"
Girls Trip,Malcolm D. Lee,"Erica Rivinoja, Kenya Barris, Tracy Oliver",3564472,3,0.0,2017,2010,R,39662,6.2,"Adventure, Comedy, Drama"
West Side Story,Steven Spielberg,"Tony Kushner, Arthur Laurents",3581652,3,0.0,2021,2020,PG-13,91114,7.2,"Crime, Drama, Musical"
In a Valley of Violence,Ti West,Ti West,3608930,2,0.0,2016,2010,R,20295,6.1,"Action, Western"
Jem and the Holograms,Jon M. Chu,Ryan Landels,3614530,3,0.0,2016,2010,PG,8220,4.2,"Adventure, Drama, Family"
Lion,Garth Davis,"Saroo Brierley, Luke Davies",3741834,2,0.0,2017,2010,PG-13,245758,8,"Biography, Drama"
Gotham,N/A,Bruno Heller,3749900,3,0.0,2017,2010,TV-14,237284,7.8,"Action, Crime, Drama"
Love Live! The School Idol Movie,Takahiko Kyôgoku,"Jukki Hanada, Sakurako Kimino, Takahiko Kyôgoku",3837248,3,0.0,2018,2010,Not Rated,636,6.9,"Animation, Comedy, Drama"
"Boss Baby, The",Tom McGrath,"Michael McCullers, Marla Frazee",3874544,1,0.0,2017,2010,PG,136622,6.3,"Animation, Adventure, Comedy"
"Breadwinner, The",Nora Twomey,"Anita Doron, Deborah Ellis",3901826,3,0.0,2018,2010,PG-13,27586,7.7,"Animation, Drama, Family"
A Country Called Home,Anna Axster,"Jim Beggarly, Anna Axster",3953626,3,0.0,2016,2010,Not Rated,1210,5.9,Drama
Equity,Meera Menon,"Sarah Megan Thomas, Alysia Reiner, Amy Fox",3958780,3,0.0,2016,2010,R,3812,5.6,Drama
"9th Life of Louis Drax, The",Alexandre Aja,"Liz Jensen, Max Minghella",3991412,1,0.0,2017,2010,R,15013,6.3,"Drama, Mystery, Thriller"
"Shallows, The",Jaume Collet-Serra,Anthony Jaswinski,4052882,3,0.0,2016,2010,PG-13,140654,6.3,"Action, Drama, Horror"
Agatha Raisin: The Quiche of Death,Geoffrey Sax,"M.C. Beaton (based on the novel \"The Quiche of Death\" by), Stewart Harcourt",4056574,3,0.0,2015,2010,N/A,375,6.7,"Comedy, Mystery"
"Case of Hana and Alice, The",Shunji Iwai,Shunji Iwai,4125300,3,0.0,2016,2010,N/A,2227,7.1,"Animation, Drama"
"Gift, The",Joel Edgerton,Joel Edgerton,4178092,3,0.0,2018,2010,R,167191,7,"Drama, Mystery, Thriller"
Molly&#39;s Game,Aaron Sorkin,"Aaron Sorkin, Molly Bloom",4209788,3,0.0,2017,2010,R,182903,7.4,"Biography, Crime, Drama"
"VVitch: A New-England Folktale, The",Robert Eggers,Robert Eggers,4263482,3,0.0,2016,2010,R,284998,7,"Drama, Fantasy, Horror"
Billions,N/A,"Brian Koppelman, David Levien, Andrew Ross Sorkin",4270492,3,0.0,2018,2010,TV-MA,102380,8.3,Drama
Yu-Gi-Oh!: The Dark Side of Dimensions,Satoshi Kuwabara,"Kazuki Takahashi, Satoshi Kuwabara, Masahiro Hikokubo",4273562,1,0.0,2020,2010,PG,3368,6.9,"Animation, Adventure, Drama"
Sweet Bean,Naomi Kawase,"Durian Sukegawa, Naomi Kawase",4298958,3,0.0,2017,2010,Not Rated,12340,7.4,Drama
Better Watch Out,Chris Peckover,"Zack Kahn, Chris Peckover",4443658,3,0.0,2018,2010,R,42976,6.5,"Comedy, Horror, Thriller"
King Dave,Daniel Grou,Alexandre Goyette,4551882,1,0.0,2016,2010,N/A,502,7,"Drama, Thriller"
Divines,Houda Benyamina,"Houda Benyamina, Romain Compingt, Malik Rumeau",4730986,3,0.0,2016,2010,N/A,10355,7.4,"Crime, Drama"
Dofus - Livre 1: Julith,"Jean-Jacques Denis, Anthony Roux","Anthony Roux, Olivier Vannelle",4731504,3,0.0,2017,2010,Not Rated,735,7.5,"Animation, Action, Adventure"
"Perfect Match, The",Bille Woodruff,"Brandon Broussard, Gary Hardwick, Dana Verde",4871980,2,0.0,2018,2010,R,4295,4.9,"Comedy, Romance"
Dumplin&#39;,Anne Fletcher,"Kristin Hahn, Julie Murphy",4878482,3,0.0,2018,2010,PG-13,36422,6.5,"Comedy, Drama"
I&#39;m Not Ashamed,Brian Baugh,"Philipa A. Booyens, Robin Hanley, Kari Redmond",4950110,3,0.0,2021,2010,PG-13,4047,5.9,"Biography, Drama"
"Square, The",Ruben Östlund,Ruben Östlund,4995790,1,0.0,2017,2010,R,74392,7.1,"Comedy, Drama"
Handsome Devil,John Butler,John Butler,5016946,1,0.0,2020,2010,TV-MA,16326,7,"Comedy, Drama, Sport"
Mary Poppins Returns,Rob Marshall,"P.L. Travers, David Magee, Rob Marshall",5028340,3,0.0,2018,2010,PG,92841,6.7,"Adventure, Comedy, Family"
Below Her Mouth,April Mullen,Stephanie Fabrizi,5073620,3,0.0,2017,2010,Not Rated,13734,5.5,"Drama, Romance"
"Dry, The",Robert Connolly,"Harry Cripps, Robert Connolly, Jane Harper",5144174,3,1.0,2021,2020,R,30803,6.8,"Crime, Drama, Mystery"
Rustom,Tinu Suresh Desai,Vipul K. Rawal,5165344,3,0.0,2018,2010,Not Rated,27935,7,"Crime, Drama, Thriller"
"Girl in the Spider&#39;s Web, The",Fede Alvarez,"David Lagercrantz, Stieg Larsson, Jay Basu",5177088,3,0.0,2018,2010,R,50364,6.1,"Action, Adventure, Crime"
Little Sister,Zach Clark,"Zach Clark, Melodie Sisk",5434870,3,0.0,2017,2010,N/A,3791,6.3,"Comedy, Drama"
"Meyerowitz Stories (new and selected), The",Noah Baumbach,Noah Baumbach,5536736,1,0.0,2017,2010,TV-MA,52928,6.9,"Comedy, Drama"
Pink,Aniruddha Roy Chowdhury,"Shoojit Sircar, Aniruddha Roy Chowdhury, Ritesh Shah",5571734,3,0.0,2018,2010,Not Rated,47115,8.1,"Crime, Drama, Thriller"
Doctor Sleep,Mike Flanagan,"Mike Flanagan, Stephen King",5606664,3,0.0,2019,2010,R,207766,7.3,"Drama, Fantasy, Horror"
Jonathan,Bill Oliver,"Gregory Davis, Peter Nickowitz, Bill Oliver",5639446,1,0.0,2019,2010,TV-MA,6550,5.9,"Drama, Sci-Fi"
Alex Strangelove,Craig Johnson,Craig Johnson,5688996,2,0.0,2018,2010,TV-MA,19121,6.3,"Comedy, Drama, Romance"
I Don&#39;t Feel at Home in This World Anymore,Macon Blair,Macon Blair,5710514,3,0.0,2017,2010,TV-MA,62572,6.9,"Comedy, Crime, Drama"
Borg vs McEnroe,Janus Metz,Ronnie Sandahl,5727282,1,0.0,2018,2010,R,33828,6.9,"Biography, Drama, Sport"
Lucky,John Carroll Lynch,"Logan Sparks, Drago Sumonja",5859238,2,0.0,2018,2010,Not Rated,25324,7.3,"Comedy, Drama"
Gantz: O,"Yasushi Kawamura, Kei'ichi Sato","Hiroya Oku, Tsutomu Kuroiwa",5923962,1,0.0,2020,2010,N/A,16248,7.1,"Animation, Action, Drama"
"Roman J. Israel, Esq.",Dan Gilroy,Dan Gilroy,6000478,3,1.0,2018,2010,PG-13,41615,6.5,"Crime, Drama, Thriller"
Friend of the World,Brian Patrick Butler,Brian Patrick Butler,6074542,3,0.0,2021,2020,TV-MA,70,5.6,"Comedy, Horror, Sci-Fi"
Soni,Ivan Ayr,"Ivan Ayr, Kislay Kislay",6078866,3,0.0,2019,2010,TV-MA,2969,7.1,"Crime, Drama"
Professor Marston and the Wonder Women,Angela Robinson,Angela Robinson,6133130,3,0.0,2017,2010,R,27962,7,"Biography, Drama, History"
"First Purge , The",Gerard McMurray,James DeMonaco,6133466,3,0.0,2018,2010,R,68224,5.2,"Action, Horror, Sci-Fi"
White Noise,Noah Baumbach,"Noah Baumbach, Don DeLillo",6160448,3,0.0,2023,2020,R,41931,5.7,"Comedy, Drama, Horror"
Barbie Video Game Hero,"Conrad Helten, Ezekiel Norton, Michael Goguen","Nina G. Bargiel, Jennifer Skelly (additional writing by), Ruth Handler (based on: the Barbie characters created by)",6185658,1,0.0,2021,2010,Not Rated,420,5.2,Animation
1922,Zak Hilditch,"Stephen King, Zak Hilditch",6214928,1,0.0,2018,2010,TV-MA,69680,6.2,"Crime, Drama, Horror"
"Ant&oacute;nio Um, Dois, Tr&Ecirc;s",Leonardo Mouramateus,Leonardo Mouramateus,6275840,3,0.0,2020,2010,PG,257,6.3,"Comedy, Drama"
Anna and the Apocalypse,John McPhail,"Alan McDonald, Ryan McHenry",6433880,3,0.0,2020,2010,R,14700,6,"Comedy, Horror, Musical"
Fear Street: Part One - 1994,Leigh Janiak,"R.L. Stine, Kyle Killen, Phil Graziadei",6566576,3,0.0,2021,2020,R,89778,6.2,"Drama, Horror, Mystery"
Fast &amp; Furious Presents: Hobbs &amp; Shaw,David Leitch,"Chris Morgan, Drew Pearce, Gary Scott Thompson",6806448,2,1.0,2019,2010,PG-13,228784,6.5,"Action, Adventure, Thriller"
Us,Jordan Peele,Jordan Peele,6857112,3,0.0,2019,2010,R,324546,6.8,"Horror, Mystery, Thriller"
Kaala,Pa. Ranjith,"Ranjeet Bahadur, Shivgopal Krishna, Maginan",6929642,3,0.0,2018,2010,Not Rated,10048,6.5,"Action, Drama"
Deliciosa Fruta Seca,Ana Caridad Sanchez,Ana Caridad Sanchez,7201830,3,0.0,2022,2010,N/A,32,9.2,Drama
Woman at War,Benedikt Erlingsson,"Benedikt Erlingsson, Ólafur Egilsson",7279188,3,0.0,2018,2010,Not Rated,10940,7.4,"Adventure, Comedy, Drama"
What Men Want,Adam Shankman,"Tina Gordon, Peter Huyck, Alex Gregory",7634968,1,0.0,2019,2010,R,30498,5.4,"Comedy, Fantasy, Romance"
Jurassic World Dominion,Colin Trevorrow,"Emily Carmichael, Colin Trevorrow, Derek Connolly",8041270,3,0.0,2022,2020,PG-13,192749,5.6,"Action, Adventure, Sci-Fi"
Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"Shelly Chopra Dhar, Gazal Dhaliwal, P.G. Wodehouse",8108164,3,0.0,2023,2010,N/A,4679,5.6,"Comedy, Crime, Drama"
In the Shadow of the Moon,Jim Mickle,"Gregory Weidman, Geoffrey Tock",8110640,1,0.0,2021,2010,TV-MA,58745,6.2,"Action, Crime, Mystery"
Shirley,Josephine Decker,"Sarah Gubbins, Susan Scarf Merrell",8430598,3,0.0,2020,2020,R,12692,6.1,"Biography, Drama, Mystery"
Stowaway,Joe Penna,"Joe Penna, Ryan Morrison",9203694,3,0.0,2021,2020,TV-MA,50128,5.6,"Adventure, Sci-Fi, Thriller"
El Camino: A Breaking Bad Movie,Vince Gilligan,Vince Gilligan,9243946,1,0.0,2020,2010,TV-MA,278363,7.3,"Action, Crime, Drama"
Doctor Strange in the Multiverse of Madness,Sam Raimi,"Michael Waldron, Stan Lee, Steve Ditko",9419884,3,0.0,2022,2020,PG-13,456843,6.9,"Action, Adventure, Fantasy"
"Music Lover, The",Georges Méliès,N/A,455,0,0.0,2014,1900,N/A,1897,6.8,"Short, Comedy, Music"
Ich mochte kein Mann sein,Ernst Lubitsch,"Hanns Kräly, Ernst Lubitsch",10281,3,1.0,2016,1910,Not Rated,1589,6.8,"Comedy, Romance"
"Kid, The",Charles Chaplin,Charles Chaplin,12349,0,0.0,2013,1920,Passed,131986,8.2,"Comedy, Drama, Family"
Battleship Potemkin,Sergei Eisenstein,"Nina Agadzhanova, Sergei Eisenstein, Grigoriy Aleksandrov",15648,0,0.0,2010,1920,Not Rated,60398,7.9,"Drama, History, Thriller"
"Docks of New York, The",Josef von Sternberg,"Jules Furthman, John Monk Saunders, Julian Johnson",18839,2,1.0,2014,1920,Not Rated,4869,7.5,"Crime, Drama, Film-Noir"
"Steamboat Bill, Jr.","Charles Reisner, Buster Keaton",Carl Harbaugh,19421,0,0.0,2011,1920,Not Rated,15695,7.8,"Action, Comedy, Drama"
Man with a Movie Camera,Dziga Vertov,Dziga Vertov,19760,0,0.0,2013,1920,Not Rated,27172,8.4,"Documentary, Music"
Number 17,Alfred Hitchcock,"Joseph Jefferson Farjeon, Alma Reville, Alfred Hitchcock",23285,0,0.0,2016,1930,TV-PG,5292,5.7,"Crime, Mystery, Thriller"
Red-Headed Woman,Jack Conway,"Katharine Brush, Felix E. Feist, F. Scott Fitzgerald",23385,3,0.0,2015,1930,Passed,3445,7,"Comedy, Drama, Romance"
Baby Face,Alfred E. Green,"Gene Markey, Kathryn Scola, Darryl F. Zanuck",23775,3,0.0,2017,1930,Approved,7711,7.5,"Drama, Romance"
"Private Life of Henry VIII., The",Alexander Korda,"Lajos Biró, Arthur Wimperis",24473,1,0.0,2010,1930,Passed,4706,7,Drama
"Lost Patrol, The",John Ford,"Dudley Nichols, Garrett Fort, Philip MacDonald",25423,0,0.0,2011,1930,Passed,3530,6.8,"Action, Adventure, Drama"
Spitfire,John Cromwell,"Lula Vollmer, Jane Murfin",25822,3,0.0,2013,1930,Passed,873,5.3,Drama
Roberta,William A. Seiter,"Jerome Kern, Otto A. Harbach, Alice Duer Miller",26942,3,0.0,2011,1930,Passed,3592,7,"Comedy, Musical, Romance"
Wife vs. Secretary,Clarence Brown,"Norman Krasna, John Lee Mahin, Faith Baldwin",28505,2,0.0,2010,1930,Passed,3740,7,"Comedy, Drama, Romance"
Lost Horizon,Frank Capra,"Robert Riskin, James Hilton, Sidney Buchman",29162,2,0.0,2010,1930,Approved,14129,7.6,"Adventure, Drama, Fantasy"
